id,first_name,last_name,monthly_income,happiness_monthly_income,monthly_saved_money,debt_amount,country,gender,birth_year,weekly_freetime_duration_minute,sleep_duration_hours_daily,child_count,pet_count,reading_book_count_yearly,yearly_vacation_count,daily_socilmedia_duration_minutes,happiness_score,work_situation,safety_feels_at_home,relationship_situation,doing_exercise,state_of_religiosity,bad_habits,family_relation_situation,trust_country_law,education_status,is_parents_alive
4326,Malanie,Mattis,16269,1,13803,47017,Brazil,Female,1995,255,9,3,0,35,1,120,8,Calismiyor,Hayir,Bosanmis,Evet,Dindar Degil,Yok,Normal,Evet,Lise,Ikisi de Yasiyor
4334,Brunhilde,Condit,25759,1,11957,36829,China,Male,1999,256,7,1,2,NULL,4,30,8,Kendi Isi,Evet,Evli,Evet,Dindar,Yok,Normal,Evet,Yuksek Lisans,Baba Yasiyor
4342,Bessy,Blazynski,27653,0,846,26718,Philippines,Female,1974,191,9,1,2,39,5,120,7,Kendi Isi,Hayir,Evli,Evet,Dindar Degil,Var,Normal,Hayir,Ilkokul,Anne Yasiyor
4350,Chandra,Gillum,3596,0,3596,9451,China,Female,1974,194,3,1,0,NULL,3,90,2,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Kotu,Evet,Ortaokul,NULL
4358,Ivie,Braddon,9618,1,3081,13897,China,Female,1995,242,13,2,0,6,0,150,8,Yari Zamanli,Evet,Evli,Hayir,Dindar,Yok,Kotu,Hayir,Yuksek Lisans,Anne Yasiyor
4366,Cliff,Richichi,NULL,1,644,37520,Russia,Male,1974,119,13,1,0,30,0,120,3,Calismiyor,Evet,Dul,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Ortaokul,Ikisi de Yasiyor
4374,Silvester,Sinkin,26681,NULL,10341,42812,Zambia,Male,1992,80,8,1,4,22,2,150,9,NULL,Hayir,Bekar,Evet,Dindar Degil,Yok,Normal,Hayir,Ilkokul,Ikisi de Yasiyor
4382,Randolf,O'Towey,13388,0,4686,19786,China,Male,1995,288,3,NULL,4,1,1,30,2,Tam Zamanli,Evet,Bekar,Evet,Dindar,Yok,Kotu,NULL,Ilkokul,NULL
4390,Zea,Grainge,14178,NULL,7063,39035,China,Female,1974,NULL,4,1,3,95,1,90,3,Kendi Isi,Hayir,Dul,Hayir,Dindar,Var,Normal,Hayir,Yuksek Lisans,NULL
4398,Gasparo,Grinval,15085,1,12045,19235,Bosnia and Herzegovina,Male,1994,180,7,5,1,34,1,0,8,Yari Zamanli,Evet,Dul,Evet,Dindar,Yok,Normal,Hayir,NULL,Ikisi de Yasiyor
4406,Carmelle,Chooter,20325,0,2847,32559,Albania,Female,1995,258,4,2,4,38,5,NULL,3,Calismiyor,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Baba Yasiyor
4414,Cori,Briatt,22374,1,16209,6049,Portugal,Female,1974,260,13,5,1,93,3,60,4,NULL,Hayir,Bekar,Hayir,Dindar Degil,NULL,Cok Iyi,Hayir,NULL,Ikisi de Yasiyor
4422,Cesya,Courtney,19686,1,NULL,9341,Albania,Female,1974,74,8,0,0,19,NULL,60,3,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar Degil,NULL,Normal,Hayir,Lise,Baba Yasiyor
4430,Krystal,Huckleby,15284,1,14309,208,Portugal,Female,1997,97,16,3,NULL,86,2,120,10,Calismiyor,Hayir,Dul,Evet,Dindar Degil,Yok,Kotu,Hayir,Yuksek Lisans,Baba Yasiyor
4438,Keefer,Julien,NULL,1,10360,6444,French Guiana,Male,1974,119,12,1,2,21,1,120,3,Calismiyor,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Yuksek Lisans,Baba Yasiyor
4446,Gill,Kimm,2203,NULL,2203,9926,Democratic Republic of the Congo,Female,1974,51,9,1,3,NULL,4,120,2,Yari Zamanli,Hayir,Dul,Evet,NULL,Yok,Normal,Hayir,Ilkokul,Anne Yasiyor
4454,Niall,Kitchin,19718,1,7511,48793,China,Male,1974,199,10,0,1,15,0,30,10,Kendi Isi,Hayir,Bosanmis,Evet,Dindar Degil,Yok,Cok Iyi,Hayir,Lise,Anne Yasiyor
4462,Culley,Pitceathly,10313,1,3776,24294,United States,Male,1995,213,13,3,4,18,2,NULL,8,Tam Zamanli,Evet,Bosanmis,Evet,Dindar,Yok,Cok Iyi,Hayir,Ilkokul,Anne Yasiyor
4470,Lynnet,Cubbit,9481,0,NULL,44676,Guatemala,Female,1999,115,16,5,NULL,NULL,NULL,150,7,Calismiyor,Evet,Dul,Evet,Dindar Degil,Yok,Normal,Hayir,Ilkokul,Baba Yasiyor
4478,Carver,Chuney,13779,0,5961,19712,China,Male,1997,250,3,2,3,75,1,150,2,Yari Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Kotu,Evet,Lise,Anne Yasiyor
4486,Cherise,Fremantle,27423,0,9021,40308,China,Female,1993,243,10,1,0,87,1,120,4,Kendi Isi,Evet,Bosanmis,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
4494,Antoinette,Koppens,15851,1,15762,11421,South Africa,Female,1998,182,7,3,0,28,3,30,10,Uzaktan,Evet,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Lise,Anne Yasiyor
4502,Michel,Ickeringill,17252,1,16893,48597,Morocco,Male,1974,99,9,2,0,84,5,120,3,Calismiyor,Hayir,Evli,Hayir,Dindar,Var,Cok Iyi,Evet,Yuksek Lisans,Anne Yasiyor
4510,Benedick,Niblett,10102,1,6548,32491,Ecuador,Male,1985,142,4,1,0,90,3,120,5,Tam Zamanli,Hayir,Dul,Evet,Dindar,Yok,NULL,Evet,Ortaokul,Baba Yasiyor
4518,Emmy,Castel,15114,0,NULL,16909,Slovenia,Male,1959,114,9,2,0,7,NULL,120,5,Uzaktan,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Hayir,Lise,Anne Yasiyor
4526,Joycelin,Kelsall,23897,0,16980,9630,Bulgaria,Female,1974,130,9,3,0,1,1,150,5,Tam Zamanli,Evet,Dul,Hayir,Dindar,Var,Cok Iyi,Hayir,Yuksek Lisans,Anne Yasiyor
4534,Fremont,Lightoller,19269,1,8556,198,Indonesia,Male,1974,22,7,1,0,1,1,150,2,NULL,Evet,Bosanmis,NULL,Dindar Degil,Var,Normal,Hayir,Ilkokul,Baba Yasiyor
4542,Dedie,Boddice,24877,1,NULL,713,France,Male,1974,122,5,2,2,88,1,120,2,Calismiyor,Hayir,Dul,Evet,Dindar,Var,Kotu,Evet,Ortaokul,Anne Yasiyor
4550,Bamby,Ranby,23805,1,10275,14909,Hungary,Female,1974,205,3,1,1,31,1,150,5,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,Cok Iyi,Hayir,NULL,Anne Yasiyor
4558,Estrella,Moules,15364,1,426,33531,Pakistan,Female,1974,239,4,0,0,53,5,120,10,Tam Zamanli,Hayir,Evli,Evet,Dindar Degil,Yok,Normal,Hayir,Lisans,Ikisi de Yasiyor
4566,Lynda,Dalmon,13123,1,6586,44470,France,Female,1993,243,9,4,2,46,0,150,8,NULL,Evet,Dul,Evet,Dindar,Yok,Cok Iyi,Hayir,Yuksek Lisans,Anne Yasiyor
4574,Porty,Livesley,26588,1,11030,39438,Dominican Republic,Male,1995,67,7,2,0,12,1,30,8,Uzaktan,Evet,Bekar,Evet,Dindar,Yok,Normal,Evet,Lise,Ikisi de Yasiyor
4582,Naomi,Longmead,10601,0,4064,11234,China,Female,1986,69,15,1,1,16,2,150,8,NULL,Hayir,Evli,Evet,Dindar Degil,Yok,Normal,Evet,Lise,Baba Yasiyor
3074,Zackariah,Foro,7597,0,1060,23686,Cameroon,Male,1974,178,8,2,0,NULL,1,150,7,NULL,Evet,Evli,Evet,Dindar Degil,Var,Normal,Hayir,NULL,Baba Yasiyor
3082,Piggy,Selwood,16639,1,9521,22136,China,Male,1992,277,13,1,4,30,1,120,6,Kendi Isi,Hayir,Evli,Evet,Dindar Degil,Yok,Kotu,Evet,Ilkokul,Anne Yasiyor
3090,Brittany,Stubs,27983,1,8927,33285,Indonesia,Female,1974,134,15,3,0,79,1,30,10,Uzaktan,Hayir,Bekar,Evet,Dindar Degil,Yok,NULL,Hayir,Ortaokul,Baba Yasiyor
3098,Cal,McNern,16721,1,9065,5376,China,Male,1989,172,7,2,0,79,3,120,10,Kendi Isi,Evet,Evli,Evet,Dindar,Var,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
3106,Gareth,Noods,373,1,NULL,18039,China,Male,1974,67,7,2,4,84,2,120,5,Kendi Isi,Hayir,Bekar,Hayir,Dindar,Var,Cok Iyi,Evet,Yuksek Lisans,Baba Yasiyor
3114,Marcela,Worsfield,7914,0,1377,28376,Mongolia,Female,1993,241,14,NULL,4,89,4,120,7,Tam Zamanli,Evet,Evli,Hayir,Dindar,Var,Cok Iyi,Evet,Yuksek Lisans,Anne Yasiyor
3122,Mathian,Harper,22325,0,145,15453,Japan,Male,1988,260,3,3,2,90,1,0,7,Kendi Isi,Hayir,Evli,Evet,Dindar,Yok,Normal,Evet,Yuksek Lisans,Baba Yasiyor
3130,Averell,Dubery,NULL,0,16365,17223,Philippines,Male,1974,20,13,1,0,65,2,120,1,Kendi Isi,NULL,Bosanmis,Hayir,Dindar,Yok,Normal,Evet,Lise,Baba Yasiyor
3138,Carlen,Olcot,20523,1,5657,25820,Zambia,Female,1997,22,9,0,1,48,NULL,120,5,Yari Zamanli,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Evet,Ortaokul,Anne Yasiyor
3146,Izzy,Pexton,27257,1,1972,39143,Ukraine,Male,1988,234,3,1,1,35,2,150,9,Yari Zamanli,Evet,Evli,Evet,Dindar Degil,NULL,Kotu,Hayir,Lisans,Anne Yasiyor
3154,Arman,McGlashan,16710,0,6327,14660,Brazil,Male,1974,279,15,1,0,5,2,120,3,Calismiyor,Hayir,Bosanmis,Hayir,Dindar,Var,NULL,Evet,Yuksek Lisans,Anne Yasiyor
3162,Izzy,Losty,6855,1,NULL,45272,Serbia,Male,1993,68,9,1,0,3,3,150,5,Tam Zamanli,Hayir,Evli,Evet,Dindar,Var,Normal,Evet,Ortaokul,Ikisi de Yasiyor
3170,Georgianne,Sein,11576,1,NULL,2352,Brazil,Male,1994,214,10,1,0,13,0,150,10,Uzaktan,Evet,Bosanmis,Hayir,Dindar Degil,Var,Normal,Hayir,Lise,Baba Yasiyor
3178,Raimondo,Bausor,24911,0,13944,48370,Brazil,Male,1974,251,9,5,2,81,5,120,1,NULL,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Baba Yasiyor
3186,Sherline,Jaffra,NULL,0,5283,6333,Cameroon,Female,1974,248,6,NULL,0,3,1,150,6,Kendi Isi,Evet,Bosanmis,Hayir,Dindar Degil,Var,Normal,Hayir,Lisans,Anne Yasiyor
3194,Lynsey,Vigus,NULL,1,2105,49177,Philippines,Male,1974,177,9,1,0,34,1,120,3,Tam Zamanli,Hayir,Evli,Evet,Dindar Degil,Yok,NULL,Hayir,Ortaokul,Anne Yasiyor
3202,Maximilianus,Pointing,9969,1,9969,49556,Philippines,Male,1987,NULL,7,2,1,37,3,120,6,Yari Zamanli,Hayir,Bosanmis,Evet,Dindar Degil,Var,Normal,Hayir,Ilkokul,Baba Yasiyor
3210,Ward,Colloff,23361,0,14514,34341,China,Male,1974,135,6,3,0,7,3,150,2,NULL,Hayir,Bosanmis,NULL,NULL,Yok,Kotu,Evet,Ilkokul,Baba Yasiyor
3218,Juliet,Stollberg,22969,0,11347,11790,Tunisia,Female,1988,46,5,2,2,4,2,120,8,Uzaktan,Hayir,Bosanmis,Hayir,Dindar,Yok,Kotu,Evet,Yuksek Lisans,Anne Yasiyor
3226,Arlie,Gullifant,24054,1,5530,40753,Finland,Female,1974,264,14,4,0,60,0,120,8,Kendi Isi,Evet,Evli,Hayir,Dindar Degil,Yok,Normal,Evet,Lise,Baba Yasiyor
3234,Nancee,Dewan,19266,0,9434,22184,Indonesia,Female,1996,80,9,3,3,61,2,150,4,Yari Zamanli,Hayir,NULL,Hayir,Dindar,Var,Kotu,Evet,Ilkokul,Baba Yasiyor
3242,Etta,Easton,4945,0,4945,31399,Philippines,Female,1996,75,16,4,1,35,NULL,15,1,Kendi Isi,Evet,Bekar,Hayir,Dindar Degil,Yok,Kotu,Evet,Ilkokul,Ikisi de Yasiyor
3250,Gabie,Sandcroft,NULL,0,4212,44750,Niger,Female,1974,135,7,0,0,0,5,150,6,Calismiyor,Evet,Bosanmis,NULL,Dindar,Yok,Kotu,Hayir,Yuksek Lisans,Anne Yasiyor
3258,Maurits,Stirrip,15248,1,9503,9737,United States,Male,1974,209,12,1,1,84,1,120,10,Yari Zamanli,Hayir,NULL,Evet,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
3266,Lockwood,Splaven,22718,1,7369,16294,Mexico,Male,1993,204,13,2,0,48,3,120,3,Tam Zamanli,Hayir,Evli,Evet,Dindar,Yok,Cok Iyi,Hayir,Ilkokul,Anne Yasiyor
3274,Nessa,Codman,15170,1,11405,22757,Belarus,Female,1974,27,4,4,4,1,NULL,120,8,Kendi Isi,Evet,Evli,Evet,Dindar Degil,Yok,NULL,Hayir,Lisans,Baba Yasiyor
3282,Mab,Corey,14726,1,12884,5226,Hungary,Female,1974,283,9,1,0,1,NULL,90,5,Tam Zamanli,Hayir,Bekar,Evet,Dindar,Var,NULL,Hayir,Ortaokul,Baba Yasiyor
3290,Carmina,Sheasby,16171,1,NULL,3319,Myanmar,Female,1974,138,16,2,0,24,0,15,10,Kendi Isi,Hayir,Evli,Evet,Dindar,Yok,Normal,Hayir,Lise,Baba Yasiyor
3298,Hedwiga,Tynnan,13465,0,12538,28322,Mexico,Female,1974,132,9,4,2,86,2,120,1,NULL,Evet,Bosanmis,Hayir,Dindar Degil,Var,Normal,Evet,Lise,Baba Yasiyor
3306,Drusilla,Vallens,28138,0,3677,4219,Finland,Female,1993,277,14,2,4,NULL,1,90,6,Calismiyor,Hayir,Bekar,Evet,Dindar Degil,Var,Normal,Hayir,Lise,Baba Yasiyor
3314,Adrien,Collisson,23164,1,NULL,18567,Honduras,Male,1995,111,9,1,2,20,1,120,10,Yari Zamanli,NULL,Evli,NULL,Dindar Degil,NULL,Kotu,Evet,Ilkokul,Baba Yasiyor
3322,Forrester,Knatt,11672,0,11672,27275,Albania,Male,1993,44,16,2,3,39,2,120,6,Yari Zamanli,Evet,Bosanmis,Hayir,Dindar,NULL,Kotu,Evet,Ilkokul,Baba Yasiyor
3330,Jacqui,Randleson,6332,1,885,45992,Indonesia,Female,1999,95,8,1,0,66,5,120,5,Yari Zamanli,Evet,Bekar,Evet,Dindar,Var,Kotu,Hayir,Lise,Ikisi de Yasiyor
3338,Guilbert,Robathon,22409,1,NULL,37943,Portugal,Male,1974,58,4,4,0,84,3,30,4,Yari Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Ilkokul,Baba Yasiyor
3346,Norene,Waycott,23392,NULL,NULL,43463,Cuba,Female,1986,104,14,4,2,7,1,150,7,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,Cok Iyi,Hayir,Lise,Ikisi de Yasiyor
3354,Lucita,Scadding,NULL,0,12380,31492,China,Female,1995,231,9,1,0,47,4,30,4,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Var,Kotu,Evet,Ilkokul,Anne Yasiyor
3362,Quintina,Maker,21180,1,2036,44551,China,Female,1990,209,9,1,2,NULL,NULL,120,5,Tam Zamanli,Hayir,Dul,Evet,Dindar,Var,Kotu,Evet,Lise,Baba Yasiyor
3370,Maridel,Youngman,18021,0,5581,12889,Portugal,Female,1974,256,14,2,4,58,NULL,120,5,Yari Zamanli,Evet,NULL,Hayir,Dindar Degil,Yok,Normal,Evet,Lise,Baba Yasiyor
3378,Porter,Shekle,22971,1,851,1667,Morocco,Male,1998,20,10,5,3,56,5,150,9,Kendi Isi,Evet,Evli,Evet,Dindar Degil,Var,Kotu,Hayir,Lise,Baba Yasiyor
3386,Zebedee,Melledy,4190,1,4190,25714,Slovenia,Male,1974,165,7,1,3,82,3,150,3,Calismiyor,Hayir,Dul,Hayir,Dindar Degil,Var,Kotu,Evet,Ortaokul,Baba Yasiyor
3394,Linet,Ropking,12937,1,12937,6114,Philippines,Female,1992,183,3,2,1,95,1,120,3,Calismiyor,Hayir,Bosanmis,Hayir,Dindar,Var,Normal,Hayir,Ortaokul,Anne Yasiyor
3402,Ambrosio,Hanwright,15199,0,NULL,17761,Indonesia,Male,1974,75,5,1,4,84,2,NULL,8,Uzaktan,Evet,Evli,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Baba Yasiyor
3410,Fredi,Leonard,22162,1,7917,2447,Panama,Female,1974,240,9,0,0,9,4,150,3,Calismiyor,Hayir,Dul,Hayir,Dindar Degil,Yok,Kotu,Hayir,Lise,Ikisi de Yasiyor
3418,Rosabella,Standley,5830,0,5830,43747,Panama,Female,1974,236,3,2,4,30,NULL,150,1,Tam Zamanli,Evet,Bosanmis,Hayir,NULL,Yok,Normal,Evet,Ortaokul,Baba Yasiyor
3426,Elle,Monck,23455,0,NULL,36012,Colombia,Female,1974,249,14,1,5,18,0,150,8,Kendi Isi,Evet,Bosanmis,Evet,Dindar Degil,Yok,Kotu,Evet,Lise,Anne Yasiyor
3434,Karine,Clemenceau,4335,0,4335,21596,Peru,Female,1997,223,12,1,4,65,1,15,3,Yari Zamanli,Hayir,Dul,Hayir,Dindar Degil,Var,Kotu,Evet,Lise,Anne Yasiyor
3442,Logan,Hughlin,4486,0,4486,33334,Slovenia,Male,1988,49,6,1,5,56,1,150,4,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Var,NULL,Hayir,Lise,Baba Yasiyor
3450,Ilyse,Berzen,12049,1,5512,7105,Portugal,Female,1974,257,15,1,4,15,3,120,10,Uzaktan,Evet,Evli,Evet,Dindar Degil,Var,Cok Iyi,Hayir,Ortaokul,Baba Yasiyor
3458,Jeffy,Casacchia,26538,1,16827,44613,Eritrea,Male,1997,296,15,2,0,34,4,150,6,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Var,Normal,Hayir,Lise,Anne Yasiyor
3466,Teresina,Dimelow,19240,0,6658,12369,Yemen,Female,1974,42,3,1,3,90,0,120,1,NULL,Hayir,Bekar,Hayir,Dindar Degil,Var,Normal,Evet,Ilkokul,Anne Yasiyor
3474,Angelique,Brimman,NULL,1,17065,4381,France,Female,1991,149,5,1,4,19,1,NULL,8,Uzaktan,Evet,Bosanmis,Evet,Dindar Degil,Yok,Cok Iyi,Evet,Lise,Anne Yasiyor
3482,Toby,McNeely,21453,0,6746,34093,Senegal,Male,1984,85,12,1,5,94,1,150,3,Tam Zamanli,Hayir,Dul,Evet,Dindar,Var,Kotu,Evet,Ilkokul,Anne Yasiyor
3490,Ricky,Delafoy,14316,0,13386,31615,Indonesia,Male,1974,63,7,1,4,64,1,150,1,NULL,Hayir,Bosanmis,Hayir,Dindar,Yok,Kotu,Evet,Yuksek Lisans,Anne Yasiyor
3498,Abdul,Billson,8541,1,2004,997,Greece,Male,1991,244,8,1,3,8,4,120,9,Tam Zamanli,Evet,Evli,Evet,Dindar,Yok,Kotu,Hayir,Lisans,Ikisi de Yasiyor
3506,Erl,Wix,15293,0,7320,2637,Philippines,Male,1974,265,15,4,5,91,1,30,8,Kendi Isi,Evet,Evli,Hayir,Dindar Degil,Yok,Kotu,Hayir,Lise,Anne Yasiyor
3514,Jens,Thirlwall,10177,0,7742,10182,Democratic Republic of the Congo,Male,1974,51,13,1,0,47,2,30,6,NULL,Evet,Dul,Evet,Dindar Degil,NULL,Kotu,Hayir,Ortaokul,Baba Yasiyor
3522,Donia,Fandrich,9119,1,2582,21998,South Korea,Female,2000,84,9,1,4,56,2,150,8,NULL,Evet,Bosanmis,Hayir,Dindar,Yok,Cok Iyi,Hayir,Yuksek Lisans,Anne Yasiyor
3530,Viki,Withers,2512,0,887,23398,Sweden,Female,1974,137,9,4,0,74,4,90,2,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Kotu,Hayir,Lise,Baba Yasiyor
3538,Joete,Tonner,27781,1,451,27610,Palestinian Territory,Female,1974,67,5,4,4,76,NULL,120,6,Tam Zamanli,Hayir,Dul,Evet,Dindar Degil,Yok,Cok Iyi,Evet,Ortaokul,Anne Yasiyor
3546,Elissa,McLucas,26265,1,11546,33225,United States,Male,1974,225,6,0,4,89,1,120,10,Kendi Isi,Hayir,Dul,Evet,Dindar Degil,Yok,Normal,Evet,Ortaokul,Ikisi de Yasiyor
3554,Phylys,Pemble,15077,1,3531,23131,United States,Female,1988,155,4,1,2,31,3,NULL,2,Tam Zamanli,Evet,Bosanmis,Hayir,Dindar Degil,Var,Kotu,Evet,Lise,Anne Yasiyor
3562,Buiron,Molohan,NULL,0,NULL,23992,Nigeria,Male,1985,290,4,1,2,65,1,150,1,Calismiyor,Evet,Bosanmis,Hayir,Dindar,Var,Kotu,Evet,Ortaokul,Baba Yasiyor
3570,Rube,Dumsday,29350,1,3993,28302,Syria,Male,2000,116,14,2,5,75,2,150,3,Yari Zamanli,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Hayir,Lise,Ikisi de Yasiyor
3578,Vittorio,Akker,22717,0,NULL,9930,Indonesia,Male,1974,222,11,1,3,1,2,30,4,Tam Zamanli,Hayir,Evli,Evet,NULL,Var,Kotu,Evet,Ortaokul,Anne Yasiyor
3586,Inglebert,Ringham,5900,0,5900,23050,China,Male,1974,144,12,2,1,89,3,120,5,Yari Zamanli,NULL,Bekar,Evet,Dindar,Yok,Cok Iyi,Evet,Lise,Baba Yasiyor
3594,Trixie,Balam,11874,0,977,25395,Russia,Female,1984,260,7,2,1,29,3,30,8,Uzaktan,Evet,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Lisans,Anne Yasiyor
3602,Kevyn,Pether,NULL,1,6377,9075,Portugal,Female,1997,189,10,2,0,8,5,90,4,Calismiyor,Evet,Dul,Evet,Dindar Degil,Var,Normal,Evet,NULL,Baba Yasiyor
3610,Gualterio,Houlison,15541,0,3197,1607,Mongolia,Male,1974,122,10,1,2,NULL,3,120,8,Tam Zamanli,Evet,Bosanmis,Evet,NULL,Yok,NULL,Evet,Lise,Ikisi de Yasiyor
3618,Selinda,Winham,10709,0,573,24827,Poland,Female,2000,155,15,1,2,3,1,150,8,Uzaktan,Evet,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Baba Yasiyor
3626,Marty,Dunstall,12961,1,12439,6903,Brazil,Male,1995,289,7,1,1,1,1,30,5,NULL,Hayir,Evli,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lise,Ikisi de Yasiyor
3634,Elizabeth,Lidierth,13210,0,2626,85,China,Female,1974,157,3,1,2,NULL,1,120,7,Uzaktan,Evet,Evli,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Ortaokul,Anne Yasiyor
3642,Etta,Kollas,NULL,0,16990,49196,Peru,Female,1974,121,9,2,0,36,0,120,9,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Normal,Evet,Lise,Baba Yasiyor
3650,Rod,Varga,15085,1,NULL,2053,Indonesia,Male,1995,123,13,1,3,22,3,150,7,Yari Zamanli,Evet,Bekar,Hayir,Dindar Degil,Var,Cok Iyi,Evet,Lise,Anne Yasiyor
3658,Breanne,Olivetti,18930,0,11201,29293,Macedonia,Female,1974,298,5,1,2,61,3,30,1,Tam Zamanli,Hayir,NULL,Hayir,Dindar,Var,Kotu,Hayir,Ilkokul,Anne Yasiyor
3666,Hollyanne,Rubinshtein,22838,0,13033,23788,Philippines,Female,1995,246,9,1,0,17,1,120,3,Uzaktan,Hayir,Bosanmis,Evet,Dindar Degil,Var,Kotu,Evet,Ortaokul,Anne Yasiyor
3674,Eleni,Stonehouse,26315,0,14426,21800,Costa Rica,Male,1992,289,14,1,4,52,1,120,5,NULL,Evet,Bekar,Evet,Dindar Degil,Var,Kotu,Hayir,NULL,Anne Yasiyor
3682,Cleon,Shwalbe,25223,0,19330,3444,Philippines,Male,1974,18,4,1,1,16,0,150,3,Yari Zamanli,Evet,Bekar,Evet,Dindar Degil,Yok,Kotu,Evet,Ortaokul,Baba Yasiyor
3690,Electra,Tapp,11446,0,4909,20522,Czech Republic,Female,1998,205,12,1,1,45,NULL,120,8,Calismiyor,Evet,Evli,Hayir,Dindar Degil,Yok,Kotu,Evet,Ilkokul,Baba Yasiyor
3698,Inesita,Pedrozzi,7628,0,NULL,9810,Indonesia,Female,1974,27,14,2,4,3,2,120,8,Kendi Isi,Evet,Dul,Evet,Dindar Degil,Yok,Kotu,Evet,Ilkokul,Ikisi de Yasiyor
3706,Clint,Pieters,8727,0,8727,43297,Philippines,Male,1988,NULL,15,2,0,4,3,60,1,Uzaktan,Hayir,Dul,Hayir,Dindar Degil,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
3714,Yard,Fiddyment,21357,0,14012,980,Japan,Male,1992,149,6,2,2,9,1,120,8,Kendi Isi,Evet,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Lisans,Anne Yasiyor
3722,Darill,Bewley,25346,1,19525,30299,Indonesia,Male,1994,262,9,2,4,46,5,30,8,Uzaktan,Evet,Bosanmis,Evet,Dindar,Yok,Normal,Evet,Ortaokul,Ikisi de Yasiyor
3730,Amberly,Leneve,19981,NULL,17754,42118,Thailand,Female,1990,114,9,3,NULL,7,2,150,8,Uzaktan,Hayir,Dul,Hayir,Dindar Degil,Yok,NULL,Hayir,Lisans,Anne Yasiyor
3738,Candida,Debell,4063,0,4063,27308,France,Female,1974,294,8,4,5,29,3,150,1,Calismiyor,Evet,Bosanmis,Hayir,Dindar Degil,Yok,Kotu,Evet,Ilkokul,Baba Yasiyor
3746,Brandais,Eunson,27192,NULL,8353,11808,Thailand,Female,1974,228,12,5,5,9,4,30,5,Tam Zamanli,Hayir,Evli,Evet,Dindar,Var,Kotu,Hayir,Lise,Anne Yasiyor
3754,Heda,Ogden,NULL,0,5336,36614,France,Female,1974,42,6,2,2,5,0,15,7,Yari Zamanli,Evet,Bosanmis,Hayir,Dindar,Var,Normal,Evet,Lisans,Baba Yasiyor
3762,Wrennie,Guile,25489,1,NULL,34415,Ethiopia,Female,1988,104,9,2,2,86,1,150,6,Tam Zamanli,Evet,Dul,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Lise,Ikisi de Yasiyor
3770,Jere,Waddie,23512,1,7727,3455,Philippines,Male,1974,161,9,0,0,79,3,150,8,Kendi Isi,Evet,Bosanmis,Evet,NULL,Yok,Cok Iyi,Hayir,Yuksek Lisans,Baba Yasiyor
3778,Marilin,Kuhnert,16259,1,13431,26075,Saudi Arabia,Female,1993,298,6,1,4,34,1,150,8,Yari Zamanli,Hayir,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Lisans,Ikisi de Yasiyor
3786,Dyana,Salatino,29976,0,3637,48896,Nigeria,Female,1974,115,9,2,1,65,4,150,2,Calismiyor,Hayir,Bosanmis,Evet,Dindar,Var,Kotu,Hayir,Ilkokul,Ikisi de Yasiyor
3794,Sherwood,Knott,13377,1,6840,23114,Japan,Male,2000,257,5,1,1,NULL,0,30,9,Yari Zamanli,Evet,Evli,Evet,Dindar,Yok,Cok Iyi,Evet,Lise,Anne Yasiyor
3802,Darrell,Wolfarth,26013,0,11996,42270,Chad,Male,2000,83,12,1,NULL,52,3,120,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Var,Cok Iyi,Hayir,Ilkokul,Ikisi de Yasiyor
